grid_point, analysis_value, analysis_increment
[0, 0],5317.355892112555,-0.8275221015574061
[0, 1],5340.468918362435,5.530408360272304
[0, 2],5365.502021572591,12.470535923124771
[0, 3],5395.303999330619,20.2605218548797
[0, 4],5423.372425807083,26.094774524329296
[0, 5],5450.195106464745,33.19616512225184
[0, 6],5472.05436558397,37.29775437162698
[0, 7],5488.997273043595,39.05147859411409
[0, 8],5499.235273013223,37.86149228193972
[0, 9],5497.243669590565,27.03354493943698
[0, 10],5504.040265172683,24.74733870156797
[0, 11],5516.671573791331,26.278219501782587
[0, 12],5535.70605743349,31.710039054866684
[0, 13],5573.781844640201,52.81830947965955
[0, 14],5602.863866955772,61.79525069375268
[0, 15],5627.103751107409,66.36718153530637
[0, 16],5643.413598378611,66.01752301687611
[0, 17],5658.564750759916,65.60991427237332
[0, 18],5669.637128983683,60.359287265844614
[0, 19],5685.498564819406,62.11333553479744
[0, 20],5687.119576969768,55.018520158553656
[0, 21],5682.771070270255,46.41289971422066
[1, 0],5294.428536326226,-10.540366172756876
[1, 1],5312.245524247975,-10.397648848235804
[1, 2],5339.812506722317,-0.5495437931131164
[1, 3],5364.350129088689,3.0595581135694374
[1, 4],5391.797334013826,8.05827875230807
[1, 5],5420.4776642529805,15.469998624073924
[1, 6],5445.708354148091,21.04067644544375
[1, 7],5466.2351806591,24.2603946904228
[1, 8],5482.090656592221,26.887708469139397
[1, 9],5488.393844749628,23.62103825712711
[1, 10],5494.453971526011,20.956374073880397
[1, 11],5509.6536079489915,26.21233533931172
[1, 12],5524.908287403459,29.628617723578827
[1, 13],5553.336111153411,43.4272505465442
[1, 14],5579.675012814185,51.991652072155375
[1, 15],5603.64135824305,56.8908480953678
[1, 16],5624.679715484088,58.80514726374622
[1, 17],5647.387929486976,61.031182723084385
[1, 18],5669.275195860818,62.373420206237824
[1, 19],5682.771309407548,60.431915642720014
[1, 20],5687.220487555209,56.12979264290698
[1, 21],5684.903325483872,49.51565278821454
[2, 0],5276.605328878677,-14.16130566720858
[2, 1],5283.547547020522,-23.054461899045236
[2, 2],5304.445778408017,-18.276733455989415
[2, 3],5328.437575812473,-14.276194364619187
[2, 4],5355.3247929725385,-10.600553055514865
[2, 5],5385.278275514915,-3.408200029013642
[2, 6],5412.810503981805,3.2312851432097887
[2, 7],5435.192922363613,6.83731486546003
